episode,reward,success,length,final_error,epsilon,avg_loss,wall_clock_time
79,9.401210015406832,1.0,109,0.002820139411268241,0.6730128848950395,0.043010414176441115,58.0578830242157
80,-20.278645147033963,1.0,68,0.004728588369862452,0.6696478204705644,0.04141524472438237,58.51561999320984
81,10.713730708230287,1.0,39,0.025583913869051678,0.6662995813682115,0.04607883988855741,58.78550601005554
82,-5.549828625842931,1.0,56,0.03254101797353004,0.6629680834613705,0.043884240656292865,59.2033269405365
83,-15.620819925330572,1.0,77,0.011510045796091939,0.6596532430440636,0.04130747819972503,59.7534818649292
84,10.84859516005962,1.0,91,0.022092687421114254,0.6563549768288433,0.04094950975543195,60.374545097351074
85,4.016517246130384,1.0,54,0.013689434920114874,0.653073201944699,0.042088772584166795,60.771891832351685
86,-15.215260236524049,1.0,58,0.022363766562242593,0.6498078359349755,0.04370158412975484,61.18238711357117
87,17.60287980530411,1.0,8,0.033192848051419144,0.6465587967553006,0.049954462330788374,61.23540496826172
88,15.009947315743194,1.0,23,0.019627128910781083,0.6433260027715241,0.042911828698023506,61.388736963272095
89,5.47859405376948,1.0,43,0.00992966013512564,0.6401093727576664,0.04192782877836117,61.6747260093689
90,11.78450799966231,1.0,24,0.021819953757002186,0.6369088258938781,0.04334787713984648,61.83976602554321
91,-12.888538189348768,1.0,48,0.0007139012427634928,0.6337242817644086,0.040100922575220466,62.19432306289673
92,-21.53947640385812,1.0,55,0.004665110414273865,0.6305556603555866,0.04445850270038301,62.6082968711853
93,17.112591785937546,1.0,27,0.02068930154324311,0.6274028820538087,0.047387093719508916,62.79729390144348
94,14.852943168301135,1.0,56,0.003757351502635342,0.6242658676435396,0.04207363724708557,63.177525997161865
95,-11.998767562711151,1.0,59,0.015320731365771056,0.6211445383053219,0.04107143218486996,63.586140155792236
96,14.638500791741535,1.0,69,0.011623072624368846,0.6180388156137953,0.042392531841777374,64.09335994720459
97,16.83223731117323,1.0,18,0.021340588057351687,0.6149486215357263,0.04295259062200785,64.2225570678711
98,1.164532955549653,1.0,60,0.03866054829801635,0.6118738784280476,0.0448832499794662,64.63690900802612
99,5.846980885788795,1.0,53,0.0026369975212559016,0.6088145090359074,0.04283087651403445,64.99300813674927
100,5.671027440915347,1.0,30,0.0022817881516329352,0.6057704364907278,0.04087471639116605,65.20289397239685
101,17.26661011967808,1.0,13,0.018962620492074977,0.6027415843082742,0.04064159997953819,65.29907083511353
102,2.0238975446205565,1.0,36,0.00563169604638003,0.5997278763867329,0.044970620785736375,65.5693371295929
103,11.477188707888127,1.0,27,0.013502991218162674,0.5967292370047992,0.04225626801726995,65.76937794685364
104,5.67969499584287,1.0,44,0.0014755919352604785,0.5937455908197752,0.04224760944701054,66.07769012451172
105,-35.6260448628105,1.0,80,0.02252886171848334,0.5907768628656763,0.04229833334684372,66.63392806053162
106,9.32063563382253,1.0,27,0.007878763419800983,0.5878229785513479,0.04194182516248138,66.82463598251343
107,8.123177445353939,1.0,29,0.006572423184895371,0.5848838636585911,0.039770431431203054,67.03967618942261
108,2.7973396780900615,1.0,40,0.012687521334332486,0.5819594443402982,0.03990875380113721,67.33544993400574
109,15.553522435761987,1.0,18,0.009607883063866174,0.5790496471185967,0.03902190737426281,67.464852809906
110,15.436897946917451,1.0,18,0.019856961679200313,0.5761543988830038,0.04004020543975963,67.59140014648438
111,-20.059898716711896,1.0,63,0.01152714957822365,0.5732736268885887,0.041986137598989504,68.06519389152527
112,10.079582287603989,1.0,32,0.012777659041916523,0.5704072587541458,0.04076136718504131,68.28332591056824
113,16.17006179438904,1.0,23,0.008175679790797669,0.567555222460375,0.04834897435553696,68.44729495048523
114,9.9285513240844,1.0,29,0.025461066182563163,0.5647174463480732,0.04047668121498207,68.66487693786621
115,16.085082102473827,1.0,18,0.00763737288281674,0.5618938591163328,0.0387121480372217,68.8031210899353
116,-14.289544701389971,1.0,47,0.0037553852549607747,0.5590843898207511,0.044828843444268754,69.15304493904114
117,2.7537902086507486,1.0,46,0.0030637738815246784,0.5562889678716474,0.04219346104756645,69.46167993545532
118,20.756007892452182,1.0,35,0.027467484679275178,0.5535075230322891,0.04334377103618213,69.70144891738892
119,14.510294982418417,1.0,30,0.02120620490433897,0.5507399854171277,0.04704451858997345,69.89961791038513
120,15.508648828527654,1.0,78,0.000991616214971125,0.547986285490042,0.04470612505116524,70.4724440574646
121,-0.340912240976472,1.0,41,0.023496832832438086,0.5452463540625918,0.048628417775034904,70.77563691139221
122,11.78449217036832,1.0,58,0.03265563895460721,0.5425201222922789,0.042302858598273374,71.16567492485046
123,21.20445014965371,1.0,25,0.009922613366603661,0.5398075216808175,0.042974543794989585,71.33468103408813
124,8.620015852432697,1.0,29,0.01264901328063106,0.5371084840724134,0.05327788438519527,71.53323316574097
125,9.727117160602933,1.0,63,0.02086473795428423,0.5344229416520513,0.047536191308782214,71.99580192565918
126,14.754648567177355,1.0,21,0.014801584141000829,0.531750826943791,0.048168982157395,72.15331602096558
127,16.213056952832268,1.0,16,0.006915213482261318,0.5290920728090721,0.04216783808078617,72.27592492103577
128,0.7745136707788269,1.0,70,0.0081500024005291,0.5264466124450268,0.05013489970671279,72.76980590820312
129,10.252987649058923,1.0,26,0.003468839781326283,0.5238143793828016,0.05191851364305386,72.95001697540283
130,18.889202827238478,1.0,28,0.0015032365965237937,0.5211953074858876,0.040591936957623274,73.14402508735657
131,7.973723169043659,1.0,45,0.018053074829874616,0.5185893309484582,0.05276916242308087,73.48148703575134
132,-19.769083962147114,1.0,62,0.012710383018567084,0.5159963842937159,0.04638158139442244,74.00628304481506
133,13.012085317960008,1.0,23,0.008671690039074142,0.5134164023722473,0.045435390637620636,74.16701412200928
134,-1.7439937379676884,1.0,37,0.004618435017390121,0.510849320360386,0.046690543559757436,74.42981123924255
135,18.71973998839967,1.0,24,0.011287092437245738,0.5082950737585841,0.0483200930369397,74.59881210327148
136,5.513831018703057,1.0,33,0.010402357828353748,0.5057535983897912,0.04975173120020014,74.83426189422607
137,-8.457585813477639,1.0,56,0.01190101886115369,0.5032248303978422,0.05113445312183883,75.26825785636902
138,9.07199497249676,1.0,39,0.0044541794968841475,0.500708706245853,0.049837914701455675,75.55201601982117
139,2.5066871436079907,1.0,41,0.0010714471598619602,0.4982051627146237,0.05028439749304841,75.84568381309509
140,15.168813794618472,1.0,24,0.005390938489415076,0.49571413690105054,0.05881497357040644,76.01445293426514
141,-18.9877675475087,1.0,55,0.009509685928736022,0.4932355662165453,0.04808655408295718,76.40521597862244
142,7.221982076205313,1.0,28,0.0026923057218892765,0.4907693883854626,0.0476303616804736,76.61562991142273
143,14.945479281342704,1.0,20,0.008903808892031018,0.4883155414435353,0.05461843758821487,76.76762890815735
144,15.042082384039531,1.0,19,0.0015453536061510453,0.4858739637363176,0.05409222821656026,76.91065692901611
145,16.30808745124377,1.0,16,0.03257321027181331,0.483444593917636,0.07116914447396994,77.0318169593811
146,9.986202950985172,1.0,36,0.023542828613407396,0.4810273709480478,0.05405349491371049,77.28622102737427
147,11.412011089356383,1.0,30,0.012162494387790768,0.47862223409330756,0.057272985701759656,77.49087405204773
148,14.615553001884837,1.0,21,0.0006530868932524414,0.47622912292284103,0.05680430290244874,77.63331198692322
149,-19.815444012545036,1.0,52,0.008049013405853511,0.4738479773082268,0.056245014107284635,77.99353694915771
150,9.568553818296643,1.0,28,0.0111010996376395,0.47147873742168567,0.054714819349880726,78.20396780967712
151,15.03895570372697,1.0,22,0.0031239355022648074,0.46912134373457726,0.05180684155361219,78.36848998069763
152,-8.526240793534093,1.0,47,0.0007462218374876262,0.46677573701590436,0.05729533256368434,78.71795606613159
153,3.516348544647915,1.0,41,0.024473204505067736,0.46444185833082485,0.05706571842112192,78.9944920539856
154,2.0489946047775405,1.0,32,0.02016799404960956,0.46211964903917074,0.05766531307017431,79.22212386131287
155,-6.055299050360922,1.0,39,0.03570249739654385,0.4598090507939749,0.05848533655397403,79.49421310424805
156,-1.7647936398629156,1.0,46,0.002056726291466804,0.457510005540005,0.056212855907885925,79.83737111091614
157,18.945754827698693,1.0,44,0.002214215491177396,0.45522245551230495,0.056346295824782414,80.16796112060547
158,9.733179589640349,1.0,26,0.0024613275501396137,0.4529463432347434,0.056578669195564896,80.36762595176697
159,-9.214255514249093,1.0,41,0.026226066140381254,0.4506816115185697,0.05749282440761241,80.69277882575989
160,19.896785633824766,1.0,20,0.013431644317206101,0.4484282034609769,0.05525891073048115,80.84337902069092
161,4.90435173967853,1.0,33,0.02353589051754179,0.446186062443672,0.05064524563424515,81.132728099823
162,14.812001930596306,1.0,19,0.005894726164498987,0.4439551321314536,0.05140094302202526,81.28083300590515
163,-4.049655431881554,1.0,48,0.00808256620208403,0.4417353564707963,0.05992065684404224,81.66431713104248
164,-7.47124730725773,1.0,51,0.008122912115561931,0.43952667968844233,0.06198255816364989,82.07259011268616
165,16.669048440176994,1.0,14,0.0019433451743812724,0.43732904629000013,0.05143809265324047,82.17904090881348
166,-9.310724216233943,1.0,54,0.003923627439633259,0.4351424010585501,0.06749263271275494,82.61697196960449
167,15.85047240909189,1.0,18,0.008934700630833847,0.43296668905325736,0.06532480764306253,82.77929997444153
168,12.462923665985,1.0,36,0.004929990281580587,0.43080185560799106,0.06164752640244034,83.07918500900269
169,20.756710974592714,1.0,59,0.009837440402081538,0.4286478463299511,0.06260280115372044,83.538645029068
170,14.612405830618808,1.0,19,0.020974968457614596,0.42650460709830135,0.059041860856507956,83.71172904968262
171,10.817971904977457,1.0,39,0.006335488845113257,0.42437208406280985,0.06201253946010883,84.04101395606995
172,11.890083199117361,1.0,23,0.007167635190418076,0.4222502236424958,0.05430047708037107,84.22865295410156
173,3.428251726739103,1.0,54,0.004343008555058869,0.42013897252428334,0.06177758504809053,84.67816686630249
174,-10.31527952377219,1.0,44,0.005380079692449913,0.4180382776616619,0.06588825066997246,85.03504204750061
175,3.2842488933936664,1.0,32,0.006508228249884951,0.4159480862733536,0.06115380936535075,85.2654881477356
176,-18.24332798621617,1.0,52,0.008484342275341339,0.41386834584198684,0.07300558650436309,85.63269019126892
177,11.265330521191935,1.0,48,0.0012539535933457913,0.4117990041127769,0.06277533500300099,85.96832084655762
178,-3.262585164047781,1.0,40,0.006530235389546224,0.40974000909221303,0.06757033132016659,86.27063298225403
179,18.486815605685116,1.0,20,0.028909071851620727,0.40769130904675194,0.06929499171674251,86.4197108745575
180,17.672740756720305,1.0,8,0.022359868247901926,0.40565285250151817,0.06544249691069126,86.48267197608948
181,0.2350334259681368,1.0,43,0.006125258164958014,0.4036245882390106,0.06301701813936234,86.82390403747559
182,15.23358441998389,1.0,18,0.0016343285940806918,0.4016064652978155,0.05362043778101603,86.94942784309387
183,13.498663693852722,1.0,22,0.007583130292506457,0.3995984329713264,0.07878502102738077,87.10816717147827
184,8.82386847017333,1.0,29,0.01300232296966175,0.3976004408064698,0.06690358730225728,87.33845114707947
185,14.981784272985532,1.0,20,0.013043993755360861,0.39561243860243744,0.06184580605477095,87.4951000213623
186,11.365775041095912,1.0,23,0.02271227061428993,0.3936343764094253,0.07068428291898707,87.68262100219727
187,3.1274755012243958,1.0,32,0.01612420455180885,0.39166620452737816,0.06297518411884084,87.93552708625793
188,5.003188735339789,1.0,30,0.035030379195924,0.3897078735047413,0.06498004502306381,88.16388010978699
189,15.019756995723583,1.0,19,0.006989089571925289,0.3877593341372176,0.07772319303139259,88.30728602409363
190,12.592362141236663,1.0,23,0.025376075096113115,0.3858205374665315,0.07099997989185479,88.46134805679321
191,10.173149707377888,1.0,26,0.002576729101101849,0.38389143477919885,0.0834598013987908,88.63969397544861
192,3.3413365067448453,1.0,32,0.004923842408395718,0.3819719776053028,0.07460270269075409,88.88768100738525
193,12.855341944750398,1.0,28,0.027930643814294887,0.3800621177172763,0.06085530202835798,89.07175016403198
194,-0.355811616219583,1.0,39,0.005224591628321118,0.37816180712868996,0.06896721681532188,89.36093211174011
195,16.16230607717298,1.0,16,0.03760548788239357,0.37627099809304654,0.08251893986016512,89.4786229133606
196,17.457123440806754,1.0,11,0.0076396808964474955,0.3743896431025813,0.0642054605890404,89.56061792373657
197,7.379797846823931,1.0,27,0.01132834771311686,0.37251769488706843,0.07420514172150029,89.76135277748108
198,5.634914052765813,1.0,34,0.005094367440298453,0.3706551064126331,0.06408566587111529,90.00264310836792
199,13.860035154223441,1.0,22,0.02875112471110236,0.36880183088056995,0.0713774235072461,90.15261101722717
200,17.106520913814894,1.0,33,0.01198388266710848,0.3669578217261671,0.07998469550952766,90.38127088546753
201,16.732674704951933,1.0,14,0.00033136913574846605,0.36512303261753626,0.06620037662131446,90.4820761680603
202,8.901932393616153,1.0,29,0.008830001257167153,0.3632974174544486,0.08142628662031272,90.68905425071716
203,17.70538801215589,1.0,10,0.0075737626984086065,0.3614809303671764,0.07102627828717231,90.7670350074768
204,16.331541165011004,1.0,17,0.010296981790217818,0.3596735257153405,0.07897564626353629,90.91563987731934
205,7.3800809402018785,1.0,26,0.016581327794035094,0.3578751580867638,0.05997881630005745,91.12416505813599
206,11.950925211340655,1.0,22,0.0007948067025587147,0.35608578229633,0.07775948746976527,91.296217918396
207,-3.219925963121934,1.0,49,0.007472012203193046,0.3543053533848483,0.06926101115437186,91.71065497398376
208,15.01558913961053,1.0,19,0.006327847185447599,0.35253382661792404,0.09536313030280565,91.84558987617493
209,15.200373080791906,1.0,18,0.010927609963686968,0.3507711574848344,0.09109281769229306,91.99186301231384
210,11.67458326551132,1.0,29,0.0029280508311282927,0.34901730169741024,0.07140393452397709,92.24524521827698
211,15.35728751354618,1.0,22,0.01621413993192844,0.3472722151889232,0.07461138391359286,92.42962980270386
212,18.359062483673917,1.0,23,0.0007040613645661331,0.3455358541129786,0.08215734548866749,92.64174294471741
213,1.892114065308121,1.0,37,0.007208997886988477,0.3438081748424137,0.07151993384232393,92.9549150466919
214,8.047929935681168,1.0,28,0.0008289774228653624,0.3420891339682016,0.07298072713560291,93.21062803268433
215,4.835477486019951,1.0,31,0.012625927236627477,0.3403786882983606,0.08126217385213222,93.45605707168579
216,17.644504894694183,1.0,10,0.006535985639254484,0.3386767948568688,0.08697298429906368,93.52669787406921
217,14.103459979663603,1.0,20,0.008652854779228614,0.33698341088258443,0.07878528451547026,93.67611002922058
218,-0.5786089269444403,1.0,45,0.009742818366873074,0.3352984938281715,0.07809839339719879,94.07954597473145
219,17.638690264016624,1.0,10,0.011193481202316238,0.33362200135903064,0.09192351065576077,94.15912008285522
220,4.340993940515906,1.0,30,0.003883692705721531,0.33195389135223546,0.0843321518972516,94.39602184295654
221,17.424376437673345,1.0,11,0.005494598685458069,0.3302941218954743,0.08526358516378836,94.48838996887207
222,17.854914200148777,1.0,8,0.00045912492225721156,0.32864265128599696,0.07808155659586191,94.56375908851624
223,16.85998012535274,1.0,14,0.010290284973622443,0.326999438029567,0.11140432049121175,94.677738904953
224,14.987244512233882,1.0,19,0.004953243990049927,0.3253644408394192,0.09146621019432419,94.83762812614441
225,13.295311716687866,1.0,23,0.005347760212296715,0.3237376186352221,0.08522326110497765,95.01232099533081
226,-7.897054111678159,1.0,41,0.02492861791425738,0.322118930542046,0.07874799528863372,95.37462902069092
227,16.529838035441934,1.0,20,0.0022542238407488036,0.32050833588933575,0.057577817142009734,95.52119493484497
228,17.812140974309294,1.0,8,0.011710331410665211,0.31890579420988907,0.08099510124884546,95.58133292198181
229,6.86332780451048,1.0,27,0.00028615504505902223,0.3173112652388396,0.07757738743115354,95.8087568283081
230,16.875851814169437,1.0,15,0.006808664889735944,0.3157247089126454,0.06100806345542272,95.94521307945251
231,24.41492498281877,1.0,41,0.02035258471576107,0.3141460853680822,0.07049169196043073,96.30464887619019
232,-1.8387780153425446,1.0,33,0.006276279072246371,0.3125753549412418,0.08081497274564975,96.60204577445984
233,-2.8249115110924343,1.0,40,1.9699587137766983e-05,0.31101247816653554,0.08506680205464363,96.96632099151611
234,5.893003463977947,1.0,27,0.020351132635805458,0.30945741577570285,0.08581847966545159,97.20429611206055
235,15.934927477128802,1.0,16,0.005250990546119716,0.3079101286968243,0.05614954314660281,97.346186876297
236,9.881684226938525,1.0,25,0.0027243551724924764,0.3063705780533402,0.07939012832939625,97.5705578327179
237,14.137713342299685,1.0,32,0.0036070381929534934,0.30483872516307353,0.07544530252926052,97.85403203964233
238,-6.68742315717391,1.0,39,0.00888089422061955,0.3033145315372582,0.07542023583291432,98.15895104408264
239,22.699139020055007,1.0,22,0.00010834427761113874,0.3017979588795719,0.09114597458392382,98.34896898269653
240,11.409132999775466,1.0,24,0.0015557466971354295,0.30028896908517405,0.06048257385070125,98.57840085029602
241,7.081228669872506,1.0,28,0.0029963286916241394,0.2987875242397482,0.07954015097181712,98.81203818321228
242,12.138413382694125,1.0,23,0.006823282468933267,0.29729358661854943,0.09936984417879063,99.01246094703674
243,9.980486415512859,1.0,24,0.015668994906175016,0.29580711868545667,0.09337557541827361,99.2043890953064
244,17.224802507366984,1.0,12,0.01562555656695827,0.2943280830920294,0.08335317283247907,99.3041479587555
245,1.0261363041121463,1.0,34,0.007825974062489971,0.29285644267656924,0.07485063746571541,99.56524801254272
246,7.564607787446585,1.0,28,0.006672657473014376,0.2913921604631864,0.0771603819781116,99.76072311401367
247,-3.8739998093107744,1.0,41,0.015949091413054672,0.28993519966087045,0.0906341169483778,100.05009913444519
248,23.852902008732777,1.0,22,0.0037159691443218942,0.2884855236625661,0.11210342225703326,100.20900917053223
249,12.286241402197629,1.0,27,0.012883643250787613,0.28704309604425327,0.07937732242323735,100.41110897064209
250,9.349049616768026,1.0,26,0.008229959334180692,0.285607880564032,0.1039494715917569,100.62563180923462
251,8.14666120079346,1.0,28,0.008244338474709845,0.28417984116121187,0.0823817787958043,100.84024119377136
252,12.66134953474393,1.0,21,0.003037372915236647,0.2827589419554058,0.07586478521781308,101.0057020187378
253,13.890046258328947,1.0,19,0.003966353201383832,0.28134514724562876,0.11411781226725955,101.15736889839172
254,10.55418203995796,1.0,25,0.00026780768354883744,0.2799384215094006,0.10950860269367695,101.3703441619873
255,11.018675864115357,1.0,24,0.005887238351983015,0.27853872940185365,0.09341111895628273,101.57518792152405
256,15.798730772174896,1.0,18,0.0066446117449942554,0.27714603575484437,0.07433509360998869,101.70773386955261
257,8.531966514186934,1.0,26,0.004978894032453773,0.2757603055760701,0.10360094195661637,101.89353704452515
258,13.227375375531846,1.0,32,0.011233777798484557,0.2743815040481898,0.09675429709022865,102.15402412414551
259,17.636428307695315,1.0,9,0.02168013901556646,0.2730095965279488,0.07217540219426155,102.22676086425781
260,12.185978871048428,1.0,44,0.005300689933578684,0.27164454854530906,0.07722468462518671,102.57734894752502
261,15.417853942979127,1.0,19,0.007594175068119879,0.2702863258025825,0.10276825471143973,102.73536801338196
262,15.031823109896504,1.0,17,0.005071428724947424,0.2689348941735696,0.09190129664014368,102.87421417236328
263,9.50103276062291,1.0,24,0.00975963244307032,0.26759021970270175,0.10000168050949772,103.07863688468933
264,10.896561719244346,1.0,23,0.015605925810000532,0.2662522686041882,0.09559077316004297,103.275563955307
265,14.023001621500589,1.0,30,0.025957189552722526,0.2649210072611673,0.10864484955867132,103.50738716125488
266,11.489787915255874,1.0,22,0.0063533922600809145,0.26359640222486147,0.10025848532942208,103.68784093856812
267,14.593489160761237,1.0,21,0.02075004988780549,0.26227842021373715,0.06915646010921114,103.86084294319153
268,15.914088618551613,1.0,16,0.002950458864328376,0.2609670281126685,0.105339550296776,103.99161386489868
269,12.927317353815305,1.0,24,0.014038027611284032,0.25966219297210513,0.11290298495441675,104.17947196960449
270,17.953791407623793,1.0,24,0.006257106310244509,0.2583638820072446,0.10697482402125995,104.36099696159363
271,13.106650837144116,1.0,22,0.023858460725963093,0.2570720625972084,0.11668702333488247,104.52610492706299
